MOVIE_TITLE,MOVIE_ID,RELEASE_DATE,RELEASE_YEAR,yt_releaseDate,yt_releaseYear,yt_likes,yt_views,yt_videoTitle,time_trailerToMovie_Days
coda,776503.0,2021-08-11,2021.0,2020-11-17,2020.0,4110.0,242629.0,"the godfather, coda: the death of michael corleone | official trailer [hd]",267.0
bones and all,791177.0,2022-11-18,2022.0,2022-10-05,2022.0,21510.0,5516103.0,bones and all | theatrical trailer,44.0
mania,792049.0,2020-10-23,2020.0,2020-12-05,2020.0,465.0,9884.0,drawing arkhamaniacs with art baltazar & franco aureliana | dc comics,-43.0
ticket to paradise,800939.0,2022-09-08,2022.0,2022-06-29,2022.0,42785.0,36265659.0,ticket to paradise | official trailer [hd],71.0
the requin,803114.0,2022-01-28,2022.0,2022-01-27,2022.0,633.0,69800.0,"the requin (2022 movie) trailer - alicia silverstone, james tupper",1.0
the fabelmans,804095.0,2022-11-11,2022.0,2022-09-11,2022.0,40952.0,5862960.0,the fabelmans | official trailer [hd],61.0
cocaine bear,804150.0,2023-02-22,2023.0,2022-11-30,2022.0,140438.0,23726737.0,cocaine bear | official trailer [hd],84.0
watcher,807356.0,2022-06-03,2022.0,2022-09-09,2022.0,9139.0,1495334.0,'the watcher' open house video tour with karen calhoun | netflix,-98.0
together,807381.0,2021-03-18,2021.0,2020-08-10,2020.0,18618.0,1024110.0,all together now | based on sorta like a rock star | official trailer | netflix,220.0
father stu,809140.0,2022-04-13,2022.0,2022-02-10,2022.0,71011.0,10400155.0,father stu - official trailer (hd),62.0
memory,818397.0,2022-04-28,2022.0,2021-10-16,2021.0,375.0,17721.0,stripes [1981] vignette - bill murray shares funny memory of harold ramis,194.0
easter sunday,824281.0,2022-08-04,2022.0,2022-05-05,2022.0,19631.0,16120713.0,easter sunday | official trailer [hd],91.0
"lyle, lyle, crocodile",830784.0,2022-10-07,2022.0,2022-06-22,2022.0,21447.0,13452403.0,"lyle, lyle, crocodile – official teaser trailer (hd)",107.0
the invitation,830788.0,2022-08-24,2022.0,2022-06-27,2022.0,32074.0,8961108.0,the invitation – official trailer (hd),58.0
rage,835629.0,2021-05-11,2021.0,2021-08-13,2021.0,8880.0,741831.0,triumph and tragedy: the crown tackles the modern era | netflix,-94.0
she said,837881.0,2022-11-17,2022.0,2022-07-14,2022.0,13933.0,12686090.0,she said | official trailer,126.0
martian,843214.0,2018-06-07,2018.0,2017-02-06,2017.0,669.0,18036.0,team arrow hacks russia + white martians invade on supergirl,486.0
piggy,848058.0,2022-10-07,2022.0,2021-11-29,2021.0,94.0,6351.0,bill & ted’s excellent adventure | ziggy piggy! | mgm studios,312.0
rejects,854916.0,2021-07-30,2021.0,2021-02-03,2021.0,1516.0,108192.0,ray | ray charles rejects jim crow segregation,177.0
the vault,859471.0,2019-09-08,2019.0,2019-05-20,2019.0,1040.0,13378.0,dc tales from the vault - who is jason todd?,111.0
big george foreman,878361.0,2023-04-27,2023.0,2023-02-01,2023.0,45141.0,14101217.0,big george foreman – official trailer (hd),85.0
fixation,881212.0,2022-08-31,2022.0,2022-02-27,2022.0,2410.0,69781.0,uncharted clip - crucifixation,185.0
smile,882598.0,2022-09-23,2022.0,2022-06-22,2022.0,159213.0,35573926.0,smile | official trailer (2022 movie),93.0
monster,892050.0,2019-10-17,2019.0,2018-07-21,2018.0,384864.0,30723179.0,godzilla: king of the monsters - official trailer 1 - now playing in theaters,453.0
tell,892380.0,2018-11-23,2018.0,2018-05-28,2018.0,389404.0,18491044.0,the kissing booth cast kisses a hairless cat & other weird stuff | kiss & tell | netflix,179.0
violent night,899112.0,2022-11-30,2022.0,2022-10-05,2022.0,143660.0,40099343.0,violent night - official trailer,56.0
barbarian,913290.0,2022-09-08,2022.0,2022-06-23,2022.0,100971.0,10964442.0,barbarian | official trailer | in theaters september 9,77.0
scream vi,934433.0,2023-03-08,2023.0,2023-01-19,2023.0,159743.0,18398358.0,scream vi | official trailer (2023 movie),48.0
a man called otto,937278.0,2022-12-28,2022.0,2022-10-20,2022.0,42252.0,14198903.0,a man called otto - official trailer (hd),69.0
80 for brady,942922.0,2023-02-03,2023.0,2023-01-20,2023.0,13579.0,6020855.0,80 for brady | gonna be you | dolly parton•belinda carlisle•cyndi lauper•gloria estefan•debbie harry,14.0
pearl,949423.0,2022-09-16,2022.0,2022-10-04,2022.0,950.0,54630.0,"pearl (2022 movie) official trailer - mia goth, david corenswet, tandi wright, matthew sunderland",-18.0
becoming,950647.0,2017-09-26,2017.0,2017-09-20,2017.0,11187.0,2023061.0,tomb raider - becoming lara croft,6.0
realm,952255.0,2019-07-19,2019.0,2018-08-08,2018.0,115598.0,7593865.0,the nutcracker and the four realms - official trailer #2,345.0
birth,952260.0,2020-06-03,2020.0,2020-04-04,2020.0,5435.0,1149977.0,ian and barley from onward make birthday cake | cooking with pixar,60.0
intruder,952265.0,2019-11-13,2019.0,2018-11-19,2018.0,45978.0,12140905.0,the intruder - official trailer (hd),359.0
sink,952268.0,2020-09-12,2020.0,2020-05-28,2020.0,54390.0,1544941.0,japan sinks: 2020 | official trailer | netflix,107.0
shadow,960971.0,2018-04-04,2018.0,2017-11-03,2017.0,327.0,87644.0,the shadow man: official trailer - available on dvd & digital now,152.0
shore,968871.0,2022-04-27,2022.0,2022-01-26,2022.0,54584.0,4294195.0,"pinocchio: a true story (2022 movie) official trailer - pauly shore, jon heder, tom kenny",91.0
the date,978650.0,2022-02-04,2022.0,2021-04-28,2021.0,8421.0,99156.0,dc fandome 2021 | save the date,282.0
customers,1010163.0,2022-08-05,2022.0,2022-10-14,2022.0,2365.0,71291.0,marlon wayans pranks halloween store customers | the curse of bridge hollow | netflix,-70.0
the date,1010969.0,2022-09-01,2022.0,2021-04-28,2021.0,8421.0,99156.0,dc fandome 2021 | save the date,491.0
cassandra,1014193.0,2022-01-21,2022.0,2021-05-28,2021.0,2793.0,40701.0,batgirl origin story: who is cassandra cain? | dc secret files & origins,238.0
the bus,1033102.0,2022-10-06,2022.0,2022-01-08,2022.0,485652.0,32376163.0,nobody | the bus fight in 4k hdr,271.0
the monk,1044359.0,2022-10-31,2022.0,2022-05-25,2022.0,79.0,4658.0,bulletproof monk (2003) | meet the monk with no name | mgm,159.0
tonight,1049499.0,2022-11-18,2022.0,2021-03-24,2021.0,294.0,1066076.0,waffles + mochi | sneak peek: what’s cooking tonight? | netflix,604.0
to die,1069785.0,2020-06-08,2020.0,2020-09-30,2020.0,9889.0,660708.0,someone has to die | official trailer | netflix,-114.0
january,1073636.0,2023-01-08,2023.0,2022-01-18,2022.0,9184.0,947286.0,the fallout | official trailer | watch on hbo max january 27,355.0
the date,1087170.0,2023-02-15,2023.0,2023-01-18,2023.0,39415.0,14526045.0,save the dates | 2023 films preview | official trailer | netflix,28.0
english,1088598.0,2022-10-01,2022.0,2022-05-04,2022.0,302.0,6783.0,johnny english reborn | rowan atkinson’s thief chase,150.0
dad jokes,1089730.0,2021-05-11,2021.0,2020-06-21,2020.0,2301.0,138938.0,best dad jokes | netflix,324.0
norman,1093009.0,2023-03-23,2023.0,2022-02-15,2022.0,275.0,13699.0,"c'mon c'mon (2022 movie) official trailer - joaquin phoenix, woody norman",401.0
cocktail,1094906.0,2023-02-24,2023.0,2022-02-09,2022.0,421.0,18011.0,cocktails featurette | death on the nile | 20th century studios,380.0
locked in,1097953.0,2020-03-21,2020.0,2020-09-16,2020.0,60048.0,5952887.0,career opportunities | locked in a target with jennifer connelly (and two robbers),-179.0
the final,1106615.0,2023-03-28,2023.0,2022-09-27,2022.0,66238.0,12815291.0,halloween ends - the final trailer,182.0
espera,1122140.0,2022-09-06,2022.0,2022-01-06,2022.0,701.0,314890.0,"desperate riders (2022 movie) official trailer - drew waters, vanessa evigan, sam ashby",243.0
buzzkill,1125984.0,2021-08-10,2021.0,2021-08-05,2021.0,568.0,91869.0,lana being a total buzzkill | too hot to handle | netflix,5.0
