MOVIE_TITLE,MOVIE_ID,RELEASE_DATE,RELEASE_YEAR,yt_releaseDate,yt_releaseYear,yt_likes,yt_views,yt_videoTitle,time_trailerToMovie_Days
department,117784.0,2012-05-18,2012.0,2012-08-21,2012.0,165.0,32390.0,"say no to ""slo-mo"" - a psa from the department of justice",-95.0
about time,122906.0,2013-09-04,2013.0,2013-05-15,2013.0,9947.0,3465807.0,about time - trailer,112.0
the hobbit: the battle of the five armies,122917.0,2014-12-10,2014.0,2014-07-28,2014.0,121817.0,27463241.0,the hobbit: the battle of the five armies - official teaser trailer [hd],135.0
the mortal instruments: city of bones,123553.0,2013-08-21,2013.0,2012-11-16,2012.0,32701.0,7067824.0,the mortal instruments: city of bones - official trailer,278.0
the incredible burt wonderstone,124459.0,2013-03-14,2013.0,2012-12-21,2012.0,3205.0,2214702.0,the incredible burt wonderstone - official trailer 1,83.0
godzilla,124905.0,2014-05-14,2014.0,2014-05-05,2014.0,500.0,197583.0,the ultimate godzilla collection,9.0
finding dory,127380.0,2016-06-16,2016.0,2016-06-20,2016.0,112296.0,54652938.0,"""baby dory"" clip - finding dory",-4.0
not fade away,128270.0,2012-12-21,2012.0,2012-10-06,2012.0,176.0,37861.0,official not fade away movie trailer,76.0
ordinary,129441.0,2012-03-17,2012.0,2012-12-11,2012.0,15.0,3361.0,cirque du soleil: worlds away 3d movie spot: ordinary girl,-269.0
nebraska,129670.0,2013-09-21,2013.0,2013-09-18,2013.0,627.0,202959.0,nebraska movie official trailer,3.0
labor day,130150.0,2013-12-27,2013.0,2013-11-01,2013.0,578.0,204423.0,labor day movie official trailer,56.0
mama,132232.0,2013-01-17,2013.0,2012-10-25,2012.0,4324.0,801574.0,mama - trailer 2 (hd),84.0
before midnight,132344.0,2013-04-05,2013.0,2013-09-30,2013.0,74.0,16051.0,"before midnight - film clip ""first""",-178.0
friday,132622.0,2012-08-18,2012.0,2011-10-26,2011.0,16.0,249540.0,"official ""like crazy"" tv spot- in select theaters friday",297.0
carrie,133805.0,2013-10-16,2013.0,2012-10-16,2012.0,4353.0,2905102.0,carrie - official teaser trailer - in theaters 10/18/13,365.0
pain & gain,134374.0,2013-04-18,2013.0,2013-03-27,2013.0,2518.0,1477687.0,pain & gain red band movie trailer,22.0
jurassic world,135397.0,2015-06-12,2015.0,2014-11-25,2014.0,370976.0,92729045.0,jurassic world - official trailer (hd),199.0
2 guns,136400.0,2013-08-02,2013.0,2013-04-24,2013.0,6943.0,1986262.0,2 guns - official international trailer,100.0
the heat,136795.0,2013-06-27,2013.0,2013-04-18,2013.0,13810.0,3428180.0,the heat | official trailer [hd] | 20th century fox,70.0
no good deed,136835.0,2014-09-10,2014.0,2014-06-12,2014.0,10825.0,4179863.0,no good deed - official trailer - in theaters september 12th,90.0
jack ryan: shadow recruit,137094.0,2014-01-15,2014.0,2013-10-04,2013.0,544.0,243251.0,jack ryan: shadow recruit - official trailer,103.0
the lego movie,137106.0,2014-02-06,2014.0,2014-01-25,2014.0,31323.0,7112977.0,"the lego movie - ""behind the bricks"" featurette",12.0
edge of tomorrow,137113.0,2014-05-27,2014.0,2013-12-11,2013.0,64945.0,17366990.0,edge of tomorrow - official trailer 1 [hd],167.0
smurfs: the lost village,137116.0,2017-03-23,2017.0,2016-11-21,2016.0,6437.0,5867421.0,smurfs: the lost village - official trailer #2 (hd),122.0
winter's tale,137321.0,2014-02-13,2014.0,2013-11-07,2013.0,13937.0,5196373.0,winter's tale - official trailer [hd],98.0
the expendables 3,138103.0,2014-08-07,2014.0,2013-12-19,2013.0,31343.0,7071865.0,the expendables 3 (2014 movie) - official teaser trailer - sylvester stallone & jason statham,231.0
we're the millers,138832.0,2013-08-07,2013.0,2013-05-22,2013.0,55798.0,18695383.0,we're the millers - official trailer [hd],77.0
the conjuring,138843.0,2013-07-18,2013.0,2013-04-02,2013.0,117545.0,35778602.0,the conjuring - official main trailer [hd],107.0
sal,139932.0,2012-05-17,2012.0,2012-03-01,2012.0,23614.0,9589388.0,universal centennial logo,77.0
burn,139948.0,2012-11-01,2012.0,2012-05-03,2012.0,1041.0,697314.0,burning love official trailer,182.0
star wars: the force awakens,140607.0,2015-12-15,2015.0,2015-10-28,2015.0,5494.0,1690551.0,inside out emotions react to star wars: the force awakens trailer,48.0
ragnarok,140818.0,2013-10-04,2013.0,2013-06-07,2013.0,145.0,90238.0,john hodgman ragnarok | coming soon [trailer] | netflix,119.0
saving mr. banks,140823.0,2013-11-29,2013.0,2013-07-12,2013.0,3188.0,1181373.0,saving mr. banks official trailer,140.0
justice league,141052.0,2017-11-15,2017.0,2017-07-22,2017.0,449717.0,42156817.0,justice league - comic-con sneak peek [hd],116.0
muppets most wanted,145220.0,2014-03-20,2014.0,2014-03-08,2014.0,151.0,66826.0,an explanation of the kind of confusing plot of muppets most wanted,12.0
red 2,146216.0,2013-07-18,2013.0,2013-05-22,2013.0,210.0,86875.0,star trek into darkness roundtable - questions answered 2,57.0
getaway,146227.0,2013-08-29,2013.0,2013-08-20,2013.0,4172.0,3244804.0,getaway - official trailer 2 [hd],9.0
prisoners,146233.0,2013-09-18,2013.0,2013-06-28,2013.0,1454.0,978553.0,prisoners - official trailer 2 [hd],82.0
runner runner,146238.0,2013-09-24,2013.0,2013-06-08,2013.0,5813.0,3795146.0,runner runner | trailer [hd] | 20th century fox,108.0
the best man holiday,146304.0,2013-11-15,2013.0,2013-07-11,2013.0,300.0,70533.0,the best man holiday - official trailer,127.0
exodus: gods and kings,147441.0,2014-12-03,2014.0,2014-10-01,2014.0,42890.0,15479709.0,exodus: gods and kings | official trailer [hd] | 20th century fox,63.0
inside out,150540.0,2015-06-09,2015.0,2015-05-18,2015.0,24642.0,30010967.0,"""disgust & anger"" clip - inside out",22.0
cinderella,150689.0,2015-03-12,2015.0,2014-11-19,2014.0,181644.0,42203501.0,disney's cinderella official us trailer,113.0
planes,151960.0,2013-08-09,2013.0,2013-08-01,2013.0,27403.0,16884197.0,disney's planes - meet dusty,8.0
the monuments men,152760.0,2014-01-24,2014.0,2013-08-12,2013.0,524.0,207455.0,the monuments men - official trailer - in theaters 2/7/14,165.0
the angry birds movie,153518.0,2016-05-11,2016.0,2016-01-27,2016.0,45148.0,18314670.0,the angry birds movie -  official theatrical trailer (hd),105.0
the equalizer,156022.0,2014-09-24,2014.0,2014-06-16,2014.0,35189.0,13733786.0,the equalizer - official trailer (hd),100.0
the kings of summer,156700.0,2013-01-19,2013.0,2013-09-03,2013.0,136.0,9075.0,the kings of summer official trailer - on blu-ray™ & digital download,-227.0
pet sematary,157433.0,2019-04-04,2019.0,2019-02-07,2019.0,69558.0,14905375.0,pet sematary (2019) - trailer 2 - paramount pictures,56.0
joe,157847.0,2013-05-16,2013.0,2012-12-13,2012.0,44.0,13489.0,g.i. joe: retaliation - official trailer,154.0
the call,158011.0,2013-03-14,2013.0,2013-02-14,2013.0,113.0,3281813.0,the call - redemption comes to theaters 3/15,28.0
the purge,158015.0,2013-05-31,2013.0,2013-05-14,2013.0,4160.0,993575.0,the purge - official trailer,17.0
tomorrowland,158852.0,2015-05-19,2015.0,2014-10-09,2014.0,39676.0,13080673.0,tomorrowland - us teaser trailer,222.0
hotel transylvania 2,159824.0,2015-09-21,2015.0,2015-06-17,2015.0,105939.0,40679380.0,hotel transylvania 2 - official trailer (hd),96.0
one direction: this is us,164558.0,2013-08-29,2013.0,2013-08-23,2013.0,3392.0,791215.0,one direction: this is us - summer movie event - aug 30th,6.0
fantastic four,166424.0,2015-08-05,2015.0,2015-01-27,2015.0,72253.0,18159753.0,fantastic four | official teaser trailer [hd] | 20th century fox,190.0
pirates of the caribbean: dead men tell no tales,166426.0,2017-05-23,2017.0,2016-10-03,2016.0,163636.0,21178794.0,teaser trailer: pirates of the caribbean: dead men tell no tales,232.0
how to train your dragon: the hidden world,166428.0,2019-01-03,2019.0,2018-12-26,2018.0,4502.0,191858.0,how to train your dragon: the hidden world - new year's eve,8.0
lost river,167810.0,2015-04-08,2015.0,2015-02-03,2015.0,7801.0,3283494.0,lost river – official trailer [hd],64.0
furious 7,168259.0,2015-04-01,2015.0,2015-02-25,2015.0,915.0,216282.0,furious 7 - in theaters and imax april 3 (tv spot 3) (hd),35.0
ride along,168530.0,2014-01-07,2014.0,2013-07-02,2013.0,484.0,74606.0,ride along - teaser trailer,189.0
american hustle,168672.0,2013-12-03,2013.0,2013-10-09,2013.0,3676.0,1535024.0,american hustle - official international trailer,55.0
a walk among the tombstones,169917.0,2014-09-18,2014.0,2014-05-30,2014.0,2571.0,2050115.0,a walk among the tombstones -  official trailer (hd),111.0
inherent vice,171274.0,2014-12-12,2014.0,2014-09-29,2014.0,20348.0,6862155.0,inherent vice - official trailer [hd],74.0
rio 2,172385.0,2014-03-19,2014.0,2013-07-30,2013.0,1068.0,453097.0,rio 2 | official teaser trailer 2 [hd] | 20th century fox,232.0
resident evil: the final chapter,173897.0,2016-12-23,2016.0,2016-10-07,2016.0,62510.0,13914896.0,resident evil: the final chapter - official trailer (hd),77.0
the machine,174675.0,2013-04-25,2013.0,2013-04-04,2013.0,14693.0,4030046.0,"the great gatsby trailer w/ new music by beyoncé x andré 3000, lana del rey, florence + the machine",21.0
metro,174733.0,2013-02-21,2013.0,2013-11-04,2013.0,85441.0,4880914.0,"dc nation - tales of metropolis - ""lois"" (full)",-256.0
a madea christmas,175555.0,2013-12-13,2013.0,2013-11-15,2013.0,676.0,788916.0,a madea christmas (2013) - official trailer #2,28.0
the raid 2,180299.0,2014-03-27,2014.0,2014-06-10,2014.0,191.0,45534.0,experience the heart pounding action with the raid 2- on blu-ray and digital!,-75.0
t2 trainspotting,180863.0,2017-01-27,2017.0,2017-03-02,2017.0,549.0,645152.0,"t2 trainspotting - official ""legacy"" trailer",-34.0
star wars: the rise of skywalker,181812.0,2019-12-18,2019.0,2019-12-11,2019.0,39278.0,824715.0,josh gad tries to get answers from daisy ridley about star wars: the rise of skywalker,7.0
think like a man too,184098.0,2014-06-20,2014.0,2014-02-13,2014.0,32453.0,10766365.0,think like a man too - official trailer (hd),127.0
hercules,184315.0,2014-07-23,2014.0,2014-03-26,2014.0,92.0,26501.0,hercules - official trailer,119.0
deliver us from evil,184346.0,2014-07-01,2014.0,2014-05-15,2014.0,6257.0,4138168.0,deliver us from evil - official trailer 2 [hd],47.0
22 jump street,187017.0,2014-06-05,2014.0,2014-04-10,2014.0,61909.0,7087667.0,22 jump street - final red band trailer (official),56.0
a million ways to die in the west,188161.0,2014-05-22,2014.0,2014-02-02,2014.0,2955.0,2693118.0,a million ways to die in the west - trailer,109.0
entourage,188222.0,2015-06-03,2015.0,2015-03-25,2015.0,22699.0,8407245.0,entourage - official main trailer [hd],70.0
star trek beyond,188927.0,2016-07-07,2016.0,2015-12-14,2015.0,69633.0,19348051.0,star trek beyond - trailer (2016) - paramount pictures,206.0
american sniper,190859.0,2014-12-25,2014.0,2014-10-03,2014.0,68495.0,24772069.0,american sniper - official trailer [hd],83.0
no escape,192141.0,2015-08-26,2015.0,2014-12-05,2014.0,7.0,3552.0,the pyramid | no escape! [hd] | 20th century fox,264.0
the other woman,193610.0,2014-04-16,2014.0,2013-12-20,2013.0,7757.0,3684119.0,the other woman | official trailer [hd] | 20th century fox,117.0
the quiet ones,193612.0,2014-04-01,2014.0,2014-01-16,2014.0,8187.0,3254244.0,the quiet ones (2014) - official trailer #1,75.0
lone survivor,193756.0,2013-12-24,2013.0,2013-08-01,2013.0,1863.0,451260.0,lone survivor - trailer,145.0
let's be cops,193893.0,2014-08-13,2014.0,2014-03-26,2014.0,16980.0,1106319.0,let's be cops | official red band trailer [hd] | 20th century fox,140.0
neighbors,195589.0,2014-05-08,2014.0,2014-04-14,2014.0,370.0,5722311.0,neighbors - tv spot 10,24.0
collide,195590.0,2016-06-10,2016.0,2015-07-31,2015.0,2094.0,112991.0,"lego dimensions - official story trailer: ""worlds collide in lego dimensions""",315.0
annie,196867.0,2014-12-19,2014.0,2014-03-06,2014.0,21763.0,5915162.0,annie -  official trailer - in theaters christmas 2014!,288.0
chappie,198184.0,2015-03-04,2015.0,2015-01-09,2015.0,61448.0,15023690.0,chappie - official trailer (hd),54.0
million dollar arm,198185.0,2014-05-09,2014.0,2013-12-24,2013.0,2597.0,1353151.0,million dollar arm official trailer,136.0
the maze runner,198663.0,2014-09-10,2014.0,2014-07-30,2014.0,101849.0,15230828.0,the maze runner | official final trailer [hd] | 20th century fox,42.0
blackhat,201088.0,2015-01-13,2015.0,2015-01-14,2015.0,651.0,218066.0,blackhat - in theaters friday (tv spot 21) (hd),-1.0
stalingrad,203793.0,2013-10-09,2013.0,2013-11-12,2013.0,533.0,176439.0,stalingrad - in cinemas now!,-34.0
the man from u.n.c.l.e.,203801.0,2015-08-13,2015.0,2015-02-12,2015.0,15023.0,7684260.0,the man from u.n.c.l.e. - official trailer 1 [hd],182.0
jessabelle,203834.0,2014-11-07,2014.0,2014-04-25,2014.0,11252.0,5474148.0,jessabelle (2014) - official trailer,196.0
homefront,204082.0,2013-11-12,2013.0,2013-03-05,2013.0,37.0,29260.0,the marine 3: homefront | now on blu-ray | 20th century fox,252.0
gods of egypt,205584.0,2016-02-25,2016.0,2015-11-18,2015.0,12671.0,5015721.0,gods of egypt (2016 movie - gerard butler) official trailer – “battle for mankind”,99.0
the judge,205587.0,2014-10-08,2014.0,2014-06-19,2014.0,62654.0,8398701.0,the judge - official trailer [hd],111.0
belle,205601.0,2013-05-01,2013.0,2012-01-11,2012.0,835.0,301198.0,beauty and the beast 3d: belle,476.0
in the heart of the sea,205775.0,2015-11-20,2015.0,2015-11-02,2015.0,71657.0,15540060.0,in the heart of the sea - final trailer [hd],18.0
predestination,206487.0,2014-08-28,2014.0,2014-11-21,2014.0,9705.0,1484579.0,predestination- official trailer 2015,-85.0
spectre,206647.0,2015-10-26,2015.0,2015-10-02,2015.0,16625.0,8566816.0,spectre - final trailer (official),24.0
kingsman: the secret service,207703.0,2014-12-13,2014.0,2014-09-23,2014.0,80159.0,20728752.0,kingsman: the secret service | official trailer 2 [hd] | 20th century fox,81.0
inferno,207932.0,2016-10-13,2016.0,2016-06-23,2016.0,39558.0,13815814.0,inferno - official trailer (hd),112.0
jackass presents: bad grandpa,208134.0,2013-10-22,2013.0,2013-07-31,2013.0,136414.0,26348935.0,jackass presents: bad grandpa - official trailer,83.0
batman v superman: dawn of justice,209112.0,2016-03-23,2016.0,2015-07-11,2015.0,525339.0,78340242.0,batman v superman: dawn of justice - comic-con trailer [hd],256.0
ida,209274.0,2013-10-25,2013.0,2012-04-11,2012.0,2253.0,1030424.0,brave stories: merida,562.0
jersey boys,209451.0,2014-06-05,2014.0,2014-04-18,2014.0,1622.0,1021916.0,jersey boys - official trailer [hd],48.0
gone girl,210577.0,2014-10-01,2014.0,2014-07-08,2014.0,41627.0,8146107.0,gone girl | official trailer [hd] | 20th century fox,85.0
mortdecai,210860.0,2015-01-21,2015.0,2015-01-09,2015.0,1562.0,1919146.0,mortdecai (2015 movie - johnny depp) – official final trailer,12.0
afflicted,210947.0,2014-04-04,2014.0,2014-06-02,2014.0,45.0,6114.0,afflicted on blu-ray™ and digital!,-59.0
what if,212716.0,2013-09-07,2013.0,2012-11-21,2012.0,30.0,8861.0,cirque du soleil: worlds away 3d movie clip - what if,290.0
chef,212778.0,2014-05-08,2014.0,2014-06-16,2014.0,65.0,6782.0,orange is the new black: head chef | netflix,-39.0
ted 2,214756.0,2015-06-25,2015.0,2015-01-29,2015.0,162214.0,33253146.0,ted 2 - official trailer (hd),147.0
fifty shades of grey,216015.0,2015-02-11,2015.0,2014-07-21,2014.0,2700.0,1111488.0,fifty shades of grey - teaser trailer preview (hd),205.0
into the storm,216282.0,2014-08-06,2014.0,2014-07-22,2014.0,46528.0,12901871.0,into the storm - clip [hd],15.0
justice league: war,217993.0,2014-02-02,2014.0,2014-02-08,2014.0,15793.0,5321036.0,"justice league: war - ""now what?""",-6.0
"alexander and the terrible, horrible, no good, very bad day",218778.0,2014-10-08,2014.0,2014-05-09,2014.0,3566.0,3088512.0,"alexander and the terrible, horrible, no good, very bad day trailer",152.0
planes: fire & rescue,218836.0,2014-07-17,2014.0,2014-04-08,2014.0,5195.0,4567604.0,"disney's ""planes: fire & rescue"" trailer 2 - thunder",100.0
lucia,219343.0,2013-10-19,2013.0,2013-07-31,2013.0,89.0,6769.0,dc collectibles - an interview with ant lucia,80.0
about last night,222899.0,2014-02-14,2014.0,2013-09-20,2013.0,2142.0,1404247.0,about last night - official trailer - in theaters valentine's day 2014,147.0
the fault in our stars,222935.0,2014-05-16,2014.0,2014-01-29,2014.0,603740.0,47684658.0,the fault in our stars | official trailer [hd] | 20th century fox,107.0
aloha,222936.0,2015-05-29,2015.0,2015-04-30,2015.0,45.0,2758928.0,aloha movie - only in hawaii - in theaters 5/29!,29.0
sausage party,223702.0,2016-07-11,2016.0,2016-03-15,2016.0,92334.0,12170943.0,sausage party - official restricted trailer (hd),118.0
into the woods,224141.0,2014-12-24,2014.0,2014-11-06,2014.0,40756.0,13028394.0,into the woods trailer - now playing in theaters!,48.0
that awkward moment,225565.0,2014-01-29,2014.0,2014-04-21,2014.0,243.0,32395.0,that awkward moment he trailer - on blu-ray and digital,-82.0
non-stop,225574.0,2014-02-26,2014.0,2013-10-17,2013.0,4904.0,3459768.0,non-stop - trailer,132.0
sex tape,225886.0,2014-07-17,2014.0,2014-04-23,2014.0,8434.0,19820332.0,sex tape movie - official trailer (hd),85.0
tammy,226486.0,2014-07-02,2014.0,2014-02-13,2014.0,9704.0,4317499.0,tammy - official teaser trailer [hd],139.0
endless love,226857.0,2014-02-12,2014.0,2014-01-08,2014.0,9295.0,5454839.0,endless love - trailer,35.0
horrible bosses 2,227159.0,2014-11-26,2014.0,2014-09-30,2014.0,10368.0,5567803.0,horrible bosses 2 - official main trailer [hd],57.0
unbroken,227306.0,2014-12-25,2014.0,2014-07-11,2014.0,8195.0,4416212.0,unbroken - official trailer (hd),167.0
moor,227716.0,2015-08-14,2015.0,2014-05-15,2014.0,4497.0,1620825.0,"""queen of the moors"" clip - maleficent",456.0
project almanac,227719.0,2015-01-28,2015.0,2015-01-26,2015.0,953.0,291730.0,project almanac movie - official trailer,2.0
dolphin tale 2,227735.0,2014-09-11,2014.0,2014-06-14,2014.0,4427.0,2146242.0,dolphin tale 2 - official main trailer [hd],89.0
the peanuts movie,227973.0,2015-11-01,2015.0,2015-09-22,2015.0,2262.0,250987.0,the peanuts movie | official trailer 2 [hd] | 20th century fox,40.0
victor frankenstein,228066.0,2015-11-10,2015.0,2015-08-18,2015.0,38375.0,10507507.0,victor frankenstein | official trailer [hd] | 20th century fox,84.0
fury,228150.0,2014-10-15,2014.0,2014-07-27,2014.0,51156.0,16946320.0,mad max: fury road - comic-con first look [hd],80.0
home,228161.0,2015-03-18,2015.0,2015-10-23,2015.0,3005.0,3790295.0,daddy's home trailer #2 (2015) - paramount pictures,-219.0
the longest ride,228205.0,2015-04-09,2015.0,2014-12-23,2014.0,73117.0,18537992.0,the longest ride | official trailer [hd] | 20th century fox,107.0
the book of life,228326.0,2014-10-01,2014.0,2014-07-26,2014.0,388.0,103374.0,"the book of life | biz markie, channing tatum 'just a friend' at comiccon 2014 | 20th century fox",67.0
believe,228406.0,2013-10-04,2013.0,2012-08-15,2012.0,112.0,117175.0,the odd life of timothy green - believe,415.0
the interview,228967.0,2014-12-25,2014.0,2014-06-12,2014.0,20917.0,8625419.0,the interview - official teaser trailer,196.0
magic in the moonlight,229297.0,2014-07-25,2014.0,2014-11-06,2014.0,239.0,58967.0,magic in the moonlight - on digital hd dec 2 on blu-ray dec 16,-104.0
big game,230179.0,2014-09-05,2014.0,2014-01-30,2014.0,1071.0,1431689.0,noah movie official big game spot,218.0
blended,232672.0,2014-05-21,2014.0,2014-05-23,2014.0,26424.0,5119968.0,bella thorne's transformation in blended [hd],-2.0
when the game stands tall,232679.0,2014-08-22,2014.0,2014-04-10,2014.0,9683.0,5258184.0,when the game stands tall - official trailer [hd],134.0
son of god,235260.0,2014-02-28,2014.0,2013-11-26,2013.0,62070.0,6271796.0,son of god | official trailer [hd] | 20th century fox,94.0
heaven is for real,236751.0,2014-04-16,2014.0,2013-11-15,2013.0,69469.0,8911343.0,heaven is for real - official trailer,152.0
the purge: anarchy,238636.0,2014-07-17,2014.0,2014-03-28,2014.0,48109.0,18471442.0,the purge: anarchy - theatrical trailer (official - hd),111.0
spy,238713.0,2015-05-06,2015.0,2015-03-31,2015.0,36225.0,9983141.0,spy | official trailer 2 [hd] | 20th century fox,36.0
get on up,239566.0,2014-08-01,2014.0,2014-03-14,2014.0,4317.0,1933099.0,get on up - trailer,140.0
unfinished business,239573.0,2015-03-05,2015.0,2014-11-27,2014.0,4579.0,3580910.0,unfinished business | official trailer [hd] | 20th century fox,98.0
this is where i leave you,239678.0,2014-09-10,2014.0,2014-05-28,2014.0,33372.0,9530973.0,this is where i leave you - official trailer [hd],105.0
lucy,240832.0,2014-07-25,2014.0,2014-04-03,2014.0,22177.0,5772482.0,lucy - trailer (official - hd),113.0
the boy next door,241251.0,2015-01-23,2015.0,2014-09-08,2014.0,26920.0,12944207.0,the boy next door - official trailer (hd),137.0
alice through the looking glass,241259.0,2016-05-25,2016.0,2015-11-05,2015.0,39953.0,6992747.0,first look! disney's alice through the looking glass!,202.0
run all night,241554.0,2015-03-11,2015.0,2015-03-14,2015.0,1091.0,425744.0,run all night - now playing spot 1 [hd],-3.0
rage,242310.0,2014-05-09,2014.0,2014-12-23,2014.0,19592.0,7418187.0,entourage - official teaser trailer [hd],-228.0
ouija,242512.0,2014-10-24,2014.0,2014-07-17,2014.0,6902.0,4411472.0,ouija - official trailer (hd),99.0
poltergeist,243688.0,2015-05-20,2015.0,2015-04-02,2015.0,5756.0,4407581.0,poltergeist | official trailer 2 [hd] | 20th century fox,48.0
hot tub time machine 2,243938.0,2015-02-20,2015.0,2015-02-19,2015.0,83.0,43584.0,hot tub time machine 2 - see it tomorrow,1.0
rudderless,244403.0,2014-10-17,2014.0,2014-10-09,2014.0,22997.0,1323747.0,“hold on” from rudderless performed by ben kweller and selena gomez,8.0
whiplash,244786.0,2014-10-10,2014.0,2014-09-09,2014.0,1626.0,251979.0,whiplash movie - official international trailer,31.0
midnight special,245703.0,2016-02-12,2016.0,2015-11-20,2015.0,6369.0,2746332.0,midnight special - trailer 1 [hd],84.0
john wick,245891.0,2014-10-22,2014.0,2014-09-13,2014.0,40519.0,13782027.0,john wick (2014) - official trailer - keanu reeves,39.0
sound,246406.0,2013-11-28,2013.0,2013-08-23,2013.0,148.0,7747.0,mortal instruments - soundtrack artists,97.0
x-men: apocalypse,246655.0,2016-05-18,2016.0,2015-12-11,2015.0,303080.0,56532007.0,x-men: apocalypse | teaser trailer [hd] | 20th century fox,159.0
queen,247645.0,2014-03-07,2014.0,2014-08-01,2014.0,32915.0,10773494.0,radiator springs 500 1/2 - mcqueen gets challenged,-147.0
hitman: agent 47,249070.0,2015-08-20,2015.0,2015-06-24,2015.0,15637.0,5191974.0,hitman: agent 47 | official trailer 2 [hd] | 20th century fox,57.0
if i stay,249164.0,2014-08-21,2014.0,2014-07-22,2014.0,41767.0,6840041.0,if i stay - official trailer 2 [hd],30.0
the good lie,250538.0,2014-06-27,2014.0,2014-06-21,2014.0,1981.0,760276.0,the good lie - official trailer [hd],6.0
annabelle,250546.0,2014-10-02,2014.0,2014-08-21,2014.0,140606.0,45060904.0,annabelle - official main trailer [hd],42.0
moms' night out,252680.0,2014-03-25,2014.0,2014-07-08,2014.0,112.0,19793.0,moms' night out -- on blu-ray and digital hd now!,-105.0
the wedding ringer,252838.0,2015-01-16,2015.0,2014-09-25,2014.0,4701.0,3541700.0,"the wedding ringer - official ""best friends"" trailer",113.0
everest,253412.0,2015-09-10,2015.0,2015-06-04,2015.0,21043.0,7098242.0,everest - official trailer (hd),98.0
san andreas,254128.0,2015-05-27,2015.0,2015-03-10,2015.0,84343.0,27285972.0,san andreas - official trailer 2 [hd],78.0
honeymoon,254191.0,2014-09-12,2014.0,2014-05-02,2014.0,76.0,30710.0,"devil's due - deleted scene: ""the honeymoon"" | 20th century fox",133.0
pitch perfect 2,254470.0,2015-05-07,2015.0,2015-05-19,2015.0,171.0,44625.0,pitch perfect 2 - now playing (hd),-12.0
focus,256591.0,2015-02-25,2015.0,2014-12-22,2014.0,6684.0,3526096.0,focus - official trailer 2 [hd],65.0
paul blart: mall cop 2,256961.0,2015-04-16,2015.0,2014-11-14,2014.0,13694.0,3504423.0,paul blart: mall cop 2 - official trailer - in theaters 4/17!,153.0
point break,257088.0,2015-12-03,2015.0,2015-05-26,2015.0,62342.0,24157283.0,point break - official trailer [hd],191.0
get hard,257091.0,2015-03-26,2015.0,2015-01-15,2015.0,14005.0,5031890.0,get hard - official trailer 2 [hd],70.0
the intern,257211.0,2015-09-23,2015.0,2015-05-13,2015.0,50148.0,11441156.0,the intern - official trailer [hd],133.0
pixels,257344.0,2015-07-16,2015.0,2015-03-17,2015.0,107113.0,23438816.0,pixels - official trailer (hd),121.0
the darkness,257345.0,2016-05-13,2016.0,2016-10-21,2016.0,6399.0,570142.0,black mirror | welcome to the darkness | netflix,-161.0
goosebumps,257445.0,2015-08-05,2015.0,2015-07-08,2015.0,61031.0,18534638.0,goosebumps - official trailer (hd),28.0
the legend of tarzan,258489.0,2016-06-29,2016.0,2015-12-10,2015.0,144734.0,38022425.0,the legend of tarzan - official teaser trailer [hd],202.0
alvin and the chipmunks: the road chip,258509.0,2015-12-17,2015.0,2015-12-09,2015.0,14055.0,3003867.0,"alvin and the chipmunks: the road chip | ""you are my home"" movie clip [hd] | 20th century fox",8.0
fantastic beasts and where to find them,259316.0,2016-11-16,2016.0,2016-04-11,2016.0,181770.0,19246189.0,fantastic beasts and where to find them - teaser trailer [hd],219.0
the conjuring 2,259693.0,2016-06-08,2016.0,2016-03-26,2016.0,187504.0,36683483.0,the conjuring 2 - main trailer [hd],74.0
how to be single,259694.0,2016-01-21,2016.0,2015-11-19,2015.0,11232.0,3639944.0,how to be single - official trailer 1 [hd],63.0
live by night,259695.0,2016-12-25,2016.0,2016-11-11,2016.0,7860.0,4919685.0,live by night - official final trailer [hd],44.0
taken 3,260346.0,2014-12-16,2014.0,2014-09-30,2014.0,62257.0,17588097.0,taken 3 | official trailer [hd] | 20th century fox,77.0
incredibles 2,260513.0,2018-06-14,2018.0,2018-06-06,2018.0,333024.0,298718173.0,"disney•pixar's ""bao"" clip - incredibles 2 - in theatres june 15",8.0
cars 3,260514.0,2017-06-15,2017.0,2017-04-26,2017.0,176156.0,30353444.0,cars 3 - official us trailer,50.0
black mass,261023.0,2015-09-04,2015.0,2015-07-30,2015.0,17554.0,5338193.0,black mass - official main trailer [hd],36.0
american ultra,261392.0,2015-08-19,2015.0,2015-07-17,2015.0,382.0,4299667.0,american ultra (2015) official tv spot – “new kind of agent”,33.0
allegiant,262504.0,2016-03-09,2016.0,2016-10-27,2016.0,348.0,32064.0,the divergent series: allegiant – virtual reality experience,-232.0
monster trucks,262841.0,2016-12-21,2016.0,2016-11-17,2016.0,12551.0,4575311.0,monster trucks (2017) - trailer - paramount pictures,34.0
shaun the sheep movie,263109.0,2015-02-05,2015.0,2015-07-01,2015.0,13826.0,3285232.0,shaun the sheep movie (2015) - official trailer,-146.0
logan,263115.0,2017-02-28,2017.0,2016-10-20,2016.0,335293.0,35273640.0,logan | official trailer [hd] | 20th century fox,131.0
knock knock,263472.0,2015-06-26,2015.0,2015-09-01,2015.0,6810.0,2331215.0,"knock knock (2015 movie – directed by eli roth, starring keanu reeves) – official trailer",-67.0
